frame,timestamp_seconds,track_id,replay_fighter_label,replay_score,replay_reject_reason,id_reset_side_score,id_red_wrist_score,id_blue_glove_score,id_blue_torso_score,id_pose_reference_score,reference_match_score,id_exclude_reference_score,strike_candidate_type,strike_confirmed,estimated_action
1017,33.879,1,Ben,0.7671,,1.0,0.0,0.0,0.0321,0.8768,0.9009,0.7918,,False,
1018,33.912,1,Ben,0.8770,,1.0,0.0,0.0139,0.03,0.9238,0.9289,0.7636,,False,
1019,33.946,1,Ben,0.8793,,1.0,0.0,0.0069,0.0154,0.9187,0.9458,0.7854,,False,
1020,33.979,1,Ben,0.8806,,1.0,0.0,0.0,0.0252,0.919,0.9506,0.7965,,False,
1021,34.012,1,Ben,0.8796,,1.0,0.0,0.0,0.0165,0.9177,0.9481,0.7866,,False,
1022,34.046,1,Ben,0.8761,,1.0,0.0,0.0069,0.0172,0.9151,0.9374,0.8032,,False,
1023,34.079,1,Ben,0.8772,,1.0,0.0,0.0,0.0119,0.9101,0.949,0.8176,,False,
1024,34.112,1,Ben,0.8814,,1.0,0.0,0.0069,0.0047,0.9155,0.9587,0.8222,,False,
1025,34.146,1,Ben,0.8823,,1.0,0.0,0.0,0.0017,0.9188,0.9579,0.8169,,False,
1026,34.179,1,Ben,0.8858,,1.0,0.0,0.0,0.0016,0.9238,0.9654,0.814,,False,
1027,34.212,1,Ben,0.8863,,1.0,0.0,0.0,0.0009,0.9303,0.9585,0.8277,,False,
1028,34.246,1,Ben,0.8811,,1.0,0.0,0.0,0.0187,0.9251,0.944,0.8403,,False,
1029,34.279,1,Ben,0.8793,,1.0,0.0,0.0,0.0292,0.9166,0.9487,0.8368,,False,
1030,34.312,1,Ben,0.8788,,1.0,0.0,0.0,0.0248,0.9174,0.9454,0.8601,,False,
1031,34.346,1,Ben,0.8727,,1.0,0.0,0.0069,0.0335,0.9161,0.9219,0.8479,,False,
1032,34.379,1,Ben,0.8758,,1.0,0.0,0.0069,0.0395,0.9128,0.9394,0.843,,False,
1033,34.412,1,Ben,0.8717,,1.0,0.0,0.0069,0.0312,0.8935,0.9496,0.8211,,False,
1034,34.446,1,Ben,0.8752,,1.0,0.0,0.0,0.0372,0.8933,0.9644,0.8101,,False,
1035,34.479,1,Ben,0.8754,,1.0,0.0,0.0,0.0362,0.8954,0.9622,0.7843,,False,
1036,34.512,1,Ben,0.8817,,1.0,0.0,0.0,0.0411,0.9062,0.9735,0.7577,,False,
1037,34.546,1,Ben,0.8830,,1.0,0.0,0.0,0.0378,0.9115,0.9713,0.7415,,False,
1038,34.579,1,Ben,0.8868,,1.0,0.0,0.0,0.0268,0.9209,0.9739,0.7302,,False,
1039,34.612,1,Ben,0.8877,,1.0,0.0,0.0,0.0112,0.9274,0.9684,0.7443,,False,
1040,34.646,1,Ben,0.8896,,1.0,0.0094,0.0,0.0378,0.931,0.9712,0.7375,,False,
1041,34.679,1,Ben,0.8911,,1.0,0.0,0.0,0.0516,0.9356,0.9707,0.7494,,False,
1042,34.713,1,Ben,0.8933,,1.0,0.0,0.0,0.0573,0.9448,0.9668,0.7455,,False,
1043,34.746,1,Ben,0.8958,,1.0,0.0243,0.0,0.0698,0.9517,0.9676,0.7341,,False,
1044,34.779,1,Ben,0.8946,,1.0,0.0,0.0,0.081,0.9488,0.9669,0.7278,,False,
1045,34.813,1,Ben,0.8933,,1.0,0.0,0.0069,0.0751,0.945,0.9668,0.7457,,False,
1046,34.846,1,Ben,0.8965,,1.0,0.0,0.0,0.0608,0.9491,0.9742,0.7457,,False,
1047,34.879,1,Ben,0.9022,,1.0,0.0,0.0,0.061,0.9672,0.9724,0.7275,,False,
1048,34.913,1,Ben,0.8981,,1.0,0.0,0.0,0.058,0.9535,0.9745,0.7176,,False,
1049,34.946,1,Ben,0.8953,,1.0,0.0,0.0035,0.0367,0.9469,0.9722,0.7456,,False,
1050,34.979,1,Ben,0.8927,,1.0,0.0125,0.0,0.0307,0.942,0.9684,0.725,,False,
1051,35.013,1,Ben,0.8932,,1.0,0.0088,0.0051,0.0349,0.9419,0.9708,0.7258,,False,
1052,35.046,1,Ben,0.8912,,1.0,0.0023,0.0026,0.0217,0.9353,0.9717,0.7246,,False,
1053,35.079,1,Ben,0.8893,,1.0,0.0,0.0051,0.0193,0.933,0.9671,0.7255,,False,
1054,35.113,1,Ben,0.8940,,1.0,0.0103,0.0026,0.0213,0.9397,0.9771,0.7282,,False,
1055,35.146,1,Ben,0.8949,,1.0,0.0,0.0035,0.0244,0.9424,0.977,0.7354,,False,
1056,35.179,1,Ben,0.8907,,1.0,0.0,0.0035,0.0141,0.9363,0.9681,0.7253,,False,
1057,35.213,1,Ben,0.8910,,1.0,0.0003,0.0,0.0193,0.9371,0.9682,0.722,,False,
1058,35.246,1,Ben,0.8896,,1.0,0.0021,0.0,0.0193,0.9302,0.9721,0.7267,,False,
1059,35.279,1,Ben,0.8902,,1.0,0.0,0.0051,0.0179,0.9311,0.9733,0.7198,,False,
1060,35.313,1,Ben,0.8929,,1.0,0.0,0.0,0.0172,0.9385,0.974,0.7164,,False,
1061,35.346,1,Ben,0.8921,,1.0,0.0,0.0,0.0252,0.9386,0.9706,0.7145,,False,
1062,35.379,1,Ben,0.8930,,1.0,0.0,0.0,0.0257,0.9417,0.9699,0.7168,,False,
1063,35.413,1,Ben,0.8906,,1.0,0.0,0.0,0.0282,0.9359,0.9684,0.7118,,False,
1064,35.446,1,Ben,0.8921,,1.0,0.0,0.0,0.0275,0.9365,0.9737,0.7181,,False,
1065,35.479,1,Ben,0.8913,,1.0,0.0,0.0,0.028,0.9355,0.9716,0.7186,,False,
1066,35.513,1,Ben,0.8920,,1.0,0.0,0.0,0.0295,0.9374,0.972,0.7227,,False,
1067,35.546,1,Ben,0.8901,,1.0,0.0,0.0,0.0293,0.9313,0.9729,0.7332,,False,
1068,35.579,1,Ben,0.8922,,1.0,0.0,0.0,0.0314,0.9372,0.9732,0.7329,,False,
1069,35.613,1,Ben,0.8931,,1.0,0.0,0.0,0.029,0.9375,0.9766,0.7402,,False,
1070,35.646,1,Ben,0.8983,,1.0,0.0,0.0,0.0306,0.9532,0.976,0.7484,,False,
1071,35.68,1,Ben,0.8990,,1.0,0.0,0.0,0.0377,0.9539,0.978,0.7444,,False,
1073,35.746,1,Ben,0.8180,,1.0,0.0,0.0,0.0568,0.9468,0.9704,0.7412,,False,
1074,35.78,1,Ben,0.8931,,1.0,0.0,0.0,0.0664,0.9381,0.9756,0.7475,,False,
1075,35.813,1,Ben,0.8885,,1.0,0.0,0.0104,0.0619,0.9289,0.9694,0.7506,,False,
1076,35.846,1,Ben,0.8906,,1.0,0.0,0.0,0.0425,0.931,0.9752,0.7528,,False,
1077,35.88,1,Ben,0.8900,,1.0,0.0,0.0,0.0362,0.9299,0.9745,0.7386,,False,
1078,35.913,1,Ben,0.8839,,1.0,0.0,0.0,0.0277,0.9114,0.9749,0.7557,,False,
1079,35.946,1,Ben,0.8807,,1.0,0.0,0.0,0.0139,0.9059,0.9696,0.7417,,False,
1081,36.013,1,Ben,0.7980,,1.0,0.0,0.0,0.0023,0.9139,0.9682,0.7387,,False,
1082,36.046,1,Ben,0.8864,,1.0,0.0,0.0,0.0272,0.9217,0.971,0.7354,,False,
1083,36.08,1,Ben,0.8893,,1.0,0.0,0.0,0.0753,0.9286,0.9734,0.7334,,False,
1084,36.113,1,Ben,0.8882,,1.0,0.0,0.0,0.0889,0.9302,0.9664,0.7533,,False,
1085,36.146,1,Ben,0.8902,,1.0,0.033,0.0,0.0954,0.9368,0.9654,0.7473,,False,
1086,36.18,1,Ben,0.8871,,1.0,0.0472,0.0,0.087,0.9308,0.9611,0.7486,,False,
1087,36.213,1,Ben,0.8918,,1.0,0.0351,0.0102,0.0722,0.9373,0.9715,0.7535,,False,
1088,36.246,1,Ben,0.8946,,1.0,0.0,0.0128,0.0672,0.945,0.9722,0.7354,,False,
1089,36.28,1,Ben,0.8955,,1.0,0.011,0.0077,0.0569,0.9501,0.9685,0.7291,,False,
1090,36.313,1,Ben,0.8938,,1.0,0.0115,0.0,0.0511,0.9507,0.9605,0.7398,,False,
1091,36.346,1,Ben,0.8936,,1.0,0.0145,0.0,0.0602,0.9523,0.9574,0.7385,,False,
1092,36.38,1,Ben,0.8929,,1.0,0.0289,0.0,0.0548,0.9531,0.9537,0.73,,False,
1093,36.413,1,Ben,0.8937,,1.0,0.0265,0.0,0.043,0.953,0.9572,0.7312,,False,
1094,36.446,1,Ben,0.8917,,1.0,0.0181,0.002,0.0474,0.9509,0.9518,0.7392,,False,
1095,36.48,1,Ben,0.8912,,1.0,0.0186,0.002,0.0454,0.9503,0.9505,0.7307,,False,
1096,36.513,1,Ben,0.8909,,1.0,0.0186,0.0,0.0481,0.9502,0.9495,0.7313,,False,
1097,36.547,1,Ben,0.8914,,1.0,0.0337,0.0,0.059,0.9529,0.9475,0.7349,,False,
1098,36.58,1,Ben,0.8910,,1.0,0.0371,0.0,0.0645,0.9538,0.9448,0.7382,,False,
1099,36.613,1,Ben,0.8888,,1.0,0.031,0.002,0.061,0.9532,0.9363,0.7421,,False,
1100,36.647,1,Ben,0.8901,,1.0,0.0311,0.0,0.0617,0.9578,0.935,0.7435,,False,
1101,36.68,1,Ben,0.8895,,1.0,0.0315,0.0,0.0679,0.9541,0.9381,0.7566,,False,
1102,36.713,1,Ben,0.8898,,1.0,0.0206,0.0,0.0633,0.9503,0.9444,0.7576,,False,
1103,36.747,1,Ben,0.8907,,1.0,0.0164,0.002,0.0659,0.946,0.9546,0.749,,False,
1104,36.78,1,Ben,0.8882,,1.0,0.0242,0.0102,0.0521,0.9398,0.9526,0.7682,,False,
1105,36.813,1,Ben,0.8906,,1.0,0.011,0.0026,0.0689,0.9402,0.9622,0.7626,,False,
1106,36.847,1,Ben,0.8906,,1.0,0.0285,0.0104,0.0873,0.9336,0.9717,0.7545,,False,
1107,36.88,1,Ben,0.8888,,1.0,0.0126,0.0069,0.0923,0.932,0.9662,0.7602,,False,
1108,36.913,1,Ben,0.8856,,1.0,0.0,0.0035,0.0818,0.9287,0.9577,0.7873,,False,
1109,36.947,1,Ben,0.8804,,1.0,0.0,0.0,0.0639,0.9186,0.9505,0.7997,,False,
1110,36.98,1,Ben,0.8844,,1.0,0.0044,0.0,0.0752,0.9227,0.961,0.7961,,False,
1111,37.013,1,Ben,0.8867,,1.0,0.0,0.0,0.0723,0.9236,0.9693,0.774,,False,
1112,37.047,1,Ben,0.8884,,1.0,0.0016,0.0,0.0531,0.9265,0.9725,0.7639,,False,
1113,37.08,1,Ben,0.8872,,1.0,0.0053,0.0,0.0439,0.9244,0.9705,0.7717,,False,
1114,37.113,1,Ben,0.8885,,1.0,0.0,0.0,0.0508,0.9263,0.9731,0.7698,,False,
1115,37.147,1,Ben,0.8872,,1.0,0.0016,0.0,0.0797,0.9247,0.9702,0.7788,,False,
1116,37.18,1,Ben,0.8807,,1.0,0.0,0.0,0.096,0.9074,0.9675,0.7743,,False,
1117,37.213,1,Ben,0.8836,,1.0,0.0099,0.0,0.1275,0.9173,0.9653,0.7649,,False,
1118,37.247,1,Ben,0.8838,,1.0,0.0,0.0,0.1405,0.9174,0.9663,0.7716,,False,
1119,37.28,1,Ben,0.8849,,1.0,0.0,0.0,0.1505,0.9241,0.9614,0.7704,,False,
1120,37.313,1,Ben,0.8871,,1.0,0.0,0.0,0.1389,0.9276,0.9654,0.7806,,False,
1121,37.347,1,Ben,0.8897,,1.0,0.0,0.0,0.1094,0.9306,0.972,0.7769,,False,
1122,37.38,1,Ben,0.8865,,1.0,0.0,0.0069,0.1332,0.9253,0.9662,0.6904,,False,
1123,37.413,1,Ben,0.8737,,1.0,0.0,0.0069,0.1158,0.8878,0.9659,0.7005,,False,
1125,37.48,1,Ben,0.7973,,1.0,0.0,0.0069,0.0449,0.9143,0.9522,0.7023,,False,
1126,37.514,1,Ben,0.8791,,1.0,0.0153,0.0,0.0529,0.93,0.9286,0.7216,,False,
1127,37.547,1,Ben,0.8737,,1.0,0.0,0.0,0.0796,0.9247,0.9139,0.7235,,False,
1128,37.58,1,Ben,0.8765,,1.0,0.0469,0.0,0.0591,0.9395,0.9044,0.7314,,False,
1130,37.647,1,Ben,0.7740,,1.0,0.0003,0.0,0.0221,0.9151,0.8476,0.7233,,False,
1131,37.68,1,Ben,0.8430,,1.0,0.0,0.0163,0.055,0.9137,0.8014,0.6892,,False,
1132,37.714,1,Ben,0.8324,,1.0,0.0,0.0208,0.057,0.9101,0.7625,0.6922,,False,
1133,37.747,1,Ben,0.8314,,1.0,0.037,0.0,0.0841,0.9151,0.7513,0.6835,,False,
1134,37.78,1,Ben,0.8188,,1.0,0.0571,0.0,0.0787,0.8772,0.7525,0.7345,,False,
1136,37.847,1,Ben,0.7803,,1.0,0.0745,0.0139,0.0914,0.9297,0.795,0.846,,False,
1138,37.914,22,Ben,0.6075,,0.0,0.0271,0.0,0.1141,0.8906,0.7232,0.8952,,False,
1145,38.147,1,Ben,0.7829,,1.0,0.0768,0.0,0.0913,0.89,0.7723,0.8711,,False,
1146,38.18,1,Ben,0.8185,,1.0,0.0318,0.0,0.0701,0.8815,0.7449,0.7451,,False,
1147,38.214,1,Ben,0.8139,,1.0,0.0021,0.0,0.0535,0.8638,0.7507,0.7028,,False,
1148,38.247,1,Ben,0.8152,,1.0,0.0,0.0,0.0305,0.869,0.7488,0.6901,,False,
1149,38.28,1,Ben,0.8101,,1.0,0.0033,0.0,0.043,0.8549,0.7477,0.6783,,False,
1150,38.314,1,Ben,0.8249,,1.0,0.0,0.0,0.0291,0.8736,0.783,0.6753,,False,
1151,38.347,1,Ben,0.8259,,1.0,0.0021,0.0,0.0323,0.877,0.7823,0.68,punch,False,
1155,38.481,1,Ben,0.8023,,1.0,0.0539,0.0,0.0799,0.8871,0.818,0.6904,,False,
1156,38.514,1,Ben,0.8406,,1.0,0.0773,0.0,0.0918,0.8878,0.828,0.6802,,False,
1157,38.547,1,Ben,0.8427,,1.0,0.0543,0.0,0.1026,0.8851,0.8409,0.6853,,False,
1158,38.581,1,Ben,0.8459,,1.0,0.0181,0.0,0.0814,0.8814,0.8591,0.6901,,False,
1159,38.614,1,Ben,0.8479,,1.0,0.0235,0.0,0.0922,0.8931,0.851,0.693,,False,
1160,38.647,1,Ben,0.8468,,1.0,0.0,0.0,0.1169,0.8917,0.8484,0.6986,,False,
1161,38.681,1,Ben,0.8493,,1.0,0.0,0.0,0.131,0.8928,0.8572,0.6957,,False,
1162,38.714,1,Ben,0.8543,,1.0,0.0,0.0,0.1153,0.9017,0.8653,0.6992,,False,
1163,38.747,1,Ben,0.8567,,1.0,0.0,0.0,0.0766,0.9054,0.8704,0.7073,,False,
1164,38.781,1,Ben,0.8658,,1.0,0.0,0.0,0.0583,0.9202,0.8873,0.7156,,False,
1165,38.814,1,Ben,0.8575,,1.0,0.0,0.0,0.0402,0.9163,0.858,0.7169,,False,
1166,38.847,1,Ben,0.8589,,1.0,0.0089,0.0,0.055,0.9258,0.8507,0.7212,,False,
1167,38.881,1,Ben,0.8632,,1.0,0.0061,0.0,0.0466,0.9157,0.8829,0.75,,False,
1199,39.948,1,Ben,0.8105,,1.0,0.0,0.0,0.0719,0.9139,0.8124,0.7074,,False,
1200,39.981,1,Ben,0.8434,,1.0,0.0,0.0,0.0812,0.9121,0.8053,0.7114,,False,
1201,40.014,1,Ben,0.8408,,1.0,0.0,0.0,0.0821,0.9049,0.8049,0.6888,,False,
1202,40.048,1,Ben,0.8381,,1.0,0.0,0.0,0.0591,0.9108,0.785,0.6822,,False,
1203,40.081,1,Ben,0.8321,,1.0,0.0,0.0,0.0622,0.9041,0.7697,0.6741,,False,
1204,40.114,1,Ben,0.8272,,1.0,0.0,0.0,0.0535,0.9007,0.754,0.6611,,False,
1205,40.148,1,Ben,0.8257,,1.0,0.0,0.0,0.0544,0.8995,0.7495,0.6625,,False,
1206,40.181,1,Ben,0.8253,,1.0,0.0,0.0,0.0723,0.9018,0.7444,0.6793,,False,
1207,40.214,1,Ben,0.8241,,1.0,0.0,0.0,0.0609,0.9026,0.7386,0.6821,,False,
1208,40.248,1,Ben,0.8201,,1.0,0.0,0.0,0.0558,0.9063,0.7164,0.6956,,False,
1209,40.281,1,Ben,0.8131,,1.0,0.0,0.0,0.0387,0.8968,0.7008,0.7629,,False,
1210,40.315,1,Ben,0.8144,,1.0,0.0,0.0,0.0305,0.8921,0.7129,0.7881,,False,
1211,40.348,1,Ben,0.8127,,1.0,0.0,0.0,0.0136,0.8727,0.7332,0.8442,,False,
1217,40.548,21,Ben,0.7946,,1.0,0.0312,0.0,0.1392,0.872,0.7875,0.7247,,False,
1218,40.581,21,Ben,0.8258,,1.0,0.0561,0.0102,0.1155,0.8713,0.7897,0.7349,,False,
1219,40.615,21,Ben,0.8279,,1.0,0.0301,0.0051,0.0944,0.8767,0.791,0.7331,,False,
1220,40.648,21,Ben,0.6866,,0.0,0.0303,0.0,0.0794,0.8814,0.779,0.7233,,False,
1221,40.681,21,Ben,0.6975,,0.0,0.0343,0.0,0.0839,0.9132,0.7794,0.7225,,False,
1222,40.715,21,Ben,0.7056,,0.0,0.0276,0.0,0.0912,0.9339,0.7835,0.724,,False,
1223,40.748,21,Ben,0.7062,,0.0,0.0084,0.0,0.0704,0.9336,0.7866,0.7145,,False,
1225,40.815,1,Ben,0.7972,,1.0,0.0,0.0,0.0699,0.9074,0.949,0.7546,,False,
1226,40.848,1,Ben,0.8732,,1.0,0.0,0.0,0.0514,0.8895,0.9614,0.7251,,False,
1227,40.881,1,Ben,0.8748,,1.0,0.0,0.0,0.0411,0.8991,0.9545,0.7119,,False,
1228,40.915,1,Ben,0.8782,,1.0,0.0,0.0,0.0341,0.9093,0.9543,0.6969,,False,
1229,40.948,1,Ben,0.8785,,1.0,0.0,0.0,0.0327,0.9086,0.9566,0.6946,,False,
1230,40.981,1,Ben,0.8817,,1.0,0.0,0.0,0.0346,0.914,0.9624,0.7131,,False,
1231,41.015,1,Ben,0.8797,,1.0,0.0,0.0,0.1224,0.9111,0.958,0.728,,False,
1232,41.048,1,Ben,0.8805,,1.0,0.0,0.0,0.1342,0.9166,0.9535,0.752,,False,
1233,41.081,1,Ben,0.8773,,1.0,0.0,0.0051,0.1489,0.9078,0.9528,0.7627,,False,
1234,41.115,1,Ben,0.8762,,1.0,0.0,0.0069,0.1614,0.9037,0.954,0.7802,,False,
1235,41.148,1,Ben,0.8691,,1.0,0.0,0.0,0.1552,0.8957,0.9355,0.7637,,False,
1236,41.182,1,Ben,0.8538,,1.0,0.0,0.0,0.1305,0.8763,0.8996,0.761,,False,
1237,41.215,1,Ben,0.8510,,1.0,0.0,0.0,0.1488,0.8669,0.901,0.7256,,False,
1238,41.248,1,Ben,0.8568,,1.0,0.0,0.0035,0.1749,0.8744,0.9147,0.6992,,False,
1239,41.282,1,Ben,0.8572,,1.0,0.0,0.0069,0.1443,0.8755,0.9149,0.6911,,False,
1240,41.315,1,Ben,0.8491,,1.0,0.0,0.0139,0.1526,0.8777,0.8777,0.7412,,False,
1241,41.348,1,Ben,0.8409,,1.0,0.0,0.0174,0.1622,0.8742,0.8486,0.714,,False,
1242,41.382,1,Ben,0.8496,,1.0,0.0,0.0069,0.1665,0.8775,0.8804,0.7738,,False,
1243,41.415,1,Ben,0.8586,,1.0,0.0,0.0104,0.1093,0.8875,0.9037,0.8066,,False,
1244,41.448,1,Ben,0.8657,,1.0,0.0,0.0069,0.0916,0.8995,0.916,0.8215,,False,
1245,41.482,1,Ben,0.8740,,1.0,0.0024,0.0069,0.0739,0.9132,0.9315,0.8155,,False,
1246,41.515,1,Ben,0.8770,,1.0,0.0283,0.0035,0.0695,0.9223,0.9308,0.8159,,False,
1247,41.548,1,Ben,0.8791,,1.0,0.0,0.0,0.05,0.927,0.9329,0.8197,,False,
1248,41.582,1,Ben,0.8811,,1.0,0.0,0.0035,0.0527,0.9316,0.9348,0.8051,,False,
1249,41.615,1,Ben,0.8814,,1.0,0.0,0.0035,0.077,0.924,0.947,0.8165,,False,
1250,41.648,1,Ben,0.8837,,1.0,0.0,0.0035,0.0842,0.9247,0.9553,0.8438,,False,
1251,41.682,1,Ben,0.8849,,1.0,0.0,0.0174,0.0908,0.9283,0.9552,0.8311,,False,
1252,41.715,1,Ben,0.8850,,1.0,0.0,0.0174,0.078,0.9348,0.9465,0.7881,,False,
1253,41.748,1,Ben,0.8744,,1.0,0.0,0.0208,0.066,0.9201,0.9231,0.7364,,False,
1254,41.782,1,Ben,0.8702,,1.0,0.0,0.0208,0.0747,0.9109,0.9186,0.7721,,False,
1255,41.815,1,Ben,0.8678,,1.0,0.0,0.0035,0.0673,0.9029,0.92,0.808,,False,
1256,41.848,1,Ben,0.8641,,1.0,0.0,0.0104,0.0823,0.8883,0.9252,0.8538,,False,
1257,41.882,1,Ben,0.8606,,1.0,0.0,0.059,0.1003,0.88,0.9226,0.8491,,False,
1258,41.915,1,Ben,0.8557,,1.0,0.0,0.0382,0.1353,0.8648,0.9238,0.8523,,False,
1259,41.948,1,Ben,0.8524,,1.0,0.0,0.0417,0.1254,0.8577,0.9198,0.8481,,False,
1260,41.982,1,Ben,0.8567,,1.0,0.0,0.0035,0.1168,0.8586,0.9367,0.854,,False,
1261,42.015,1,Ben,0.8592,,1.0,0.0,0.0,0.0953,0.8631,0.9408,0.8386,,False,
1262,42.048,1,Ben,0.8622,,1.0,0.0,0.0035,0.0748,0.8652,0.9503,0.8355,,False,
1263,42.082,1,Ben,0.8673,,1.0,0.0,0.0035,0.0691,0.8739,0.9592,0.8352,,False,
1264,42.115,1,Ben,0.8732,,1.0,0.0051,0.0,0.0821,0.884,0.9694,0.8323,,False,
1265,42.149,1,Ben,0.8721,,1.0,0.0538,0.0139,0.071,0.888,0.959,0.8372,,False,
1266,42.182,1,Ben,0.8744,,1.0,0.0345,0.0035,0.0495,0.8985,0.9539,0.8468,,False,
1269,42.282,1,Ben,0.7466,,1.0,0.0488,0.0833,0.0531,0.8867,0.9653,0.8545,,False,
1270,42.315,1,Ben,0.8696,,1.0,0.0366,0.0938,0.0483,0.8776,0.9633,0.8617,,False,
1271,42.349,1,Ben,0.8713,,1.0,0.0195,0.0729,0.0494,0.8784,0.9694,0.8713,,False,
1272,42.382,1,Ben,0.8720,,1.0,0.0132,0.0729,0.0586,0.8802,0.9698,0.8722,,False,
1273,42.415,1,Ben,0.8730,,1.0,0.0,0.059,0.05,0.88,0.9742,0.8788,,False,
1274,42.449,1,Ben,0.8749,,1.0,0.0032,0.0729,0.0542,0.8869,0.9722,0.8827,,False,
1275,42.482,1,Ben,0.8726,,1.0,0.0,0.0799,0.0549,0.8831,0.968,0.8793,,False,
1276,42.515,1,Ben,0.8745,,1.0,0.0,0.0625,0.0617,0.8885,0.9685,0.879,,False,
1277,42.549,1,Ben,0.8746,,1.0,0.0,0.0729,0.0753,0.8907,0.9657,0.8809,,False,
1278,42.582,1,Ben,0.8762,,1.0,0.0,0.0694,0.082,0.8963,0.9646,0.8735,,False,
1279,42.615,1,Ben,0.8766,,1.0,0.0,0.059,0.0783,0.8987,0.9628,0.8717,,False,
1280,42.649,1,Ben,0.8781,,1.0,0.0,0.0521,0.0795,0.9024,0.9638,0.8658,,False,
1281,42.682,1,Ben,0.8758,,1.0,0.0,0.0417,0.0776,0.8964,0.9626,0.8713,,False,
1282,42.715,1,Ben,0.8759,,1.0,0.0,0.0417,0.07,0.897,0.9621,0.869,,False,
1283,42.749,1,Ben,0.8762,,1.0,0.0,0.0486,0.082,0.8994,0.9602,0.8784,,False,
1284,42.782,1,Ben,0.8759,,1.0,0.0,0.0417,0.0753,0.8983,0.9604,0.8704,,False,
1285,42.815,1,Ben,0.8758,,1.0,0.0,0.0347,0.0604,0.8976,0.9611,0.8785,,False,
1286,42.849,1,Ben,0.8743,,1.0,0.0,0.0312,0.0908,0.8921,0.9623,0.8819,,False,
1287,42.882,1,Ben,0.8737,,1.0,0.0,0.0347,0.0597,0.8895,0.9638,0.8736,,False,
1288,42.915,1,Ben,0.8742,,1.0,0.0,0.0278,0.0389,0.8925,0.9613,0.8748,,False,
1289,42.949,1,Ben,0.8751,,1.0,0.0,0.0243,0.046,0.892,0.9659,0.8732,,False,
1290,42.982,1,Ben,0.8692,,1.0,0.0,0.0278,0.024,0.8828,0.9543,0.8757,,False,
1291,43.016,1,Ben,0.8710,,1.0,0.0,0.0521,0.0236,0.8884,0.9541,0.8726,,False,
1292,43.049,1,Ben,0.8719,,1.0,0.0,0.0382,0.0167,0.8862,0.9608,0.8647,,False,
1293,43.082,1,Ben,0.8686,,1.0,0.0,0.0382,0.0215,0.8851,0.9488,0.8598,,False,
1294,43.116,1,Ben,0.8664,,1.0,0.0,0.0521,0.0298,0.8844,0.9403,0.859,,False,
1295,43.149,1,Ben,0.8681,,1.0,0.0,0.066,0.0373,0.8849,0.9467,0.8612,,False,
1296,43.182,1,Ben,0.8689,,1.0,0.0,0.066,0.0388,0.8745,0.9649,0.8579,,False,
1297,43.216,1,Ben,0.8703,,1.0,0.0069,0.1007,0.0515,0.8827,0.9592,0.8492,,False,
1298,43.249,1,Ben,0.8722,,1.0,0.0104,0.1007,0.0498,0.8879,0.9597,0.844,,False,
1299,43.282,1,Ben,0.8708,,1.0,0.0139,0.0104,0.0409,0.8828,0.9609,0.8436,,False,
1300,43.316,1,Ben,0.8694,,1.0,0.0417,0.0069,0.0485,0.885,0.952,0.8381,,False,
1301,43.349,1,Ben,0.8745,,1.0,0.0139,0.0,0.0458,0.8886,0.9682,0.8411,,False,
1302,43.382,1,Ben,0.8750,,1.0,0.0137,0.0,0.0529,0.8902,0.9682,0.8396,,False,
1303,43.416,1,Ben,0.8762,,1.0,0.0129,0.0,0.0511,0.8921,0.9703,0.8369,,False,
1304,43.449,1,Ben,0.8771,,1.0,0.0099,0.0,0.0547,0.8935,0.972,0.8426,,False,
1305,43.482,1,Ben,0.8770,,1.0,0.0022,0.0,0.0499,0.8909,0.9752,0.8415,,False,
1306,43.516,1,Ben,0.8761,,1.0,0.0,0.0,0.0464,0.8908,0.9717,0.8498,,False,
1307,43.549,1,Ben,0.8753,,1.0,0.003,0.0,0.0413,0.8917,0.9673,0.8434,,False,
1308,43.582,1,Ben,0.8768,,1.0,0.0,0.0,0.0437,0.896,0.9672,0.8457,,False,
1309,43.616,1,Ben,0.8777,,1.0,0.0,0.0035,0.0406,0.897,0.9696,0.8478,,False,
1310,43.649,1,Ben,0.8769,,1.0,0.0,0.0035,0.0421,0.897,0.9663,0.8456,,False,
1311,43.682,1,Ben,0.8781,,1.0,0.0,0.0,0.0398,0.8955,0.9733,0.8431,,False,
1312,43.716,1,Ben,0.8783,,1.0,0.0,0.0035,0.0385,0.8943,0.9759,0.8518,,False,
1313,43.749,1,Ben,0.8783,,1.0,0.0,0.0347,0.034,0.8959,0.9736,0.8589,,False,
1314,43.782,1,Ben,0.8803,,1.0,0.0,0.0382,0.0365,0.9015,0.9743,0.863,,False,
1315,43.816,1,Ben,0.8804,,1.0,0.0,0.059,0.0413,0.9014,0.9747,0.8783,,False,
1316,43.849,1,Ben,0.8825,,1.0,0.0,0.0486,0.0423,0.9065,0.9764,0.8887,,False,
1317,43.882,1,Ben,0.8838,,1.0,0.0,0.0729,0.0404,0.9124,0.9732,0.8927,,False,
1318,43.916,1,Ben,0.8829,,1.0,0.0,0.0799,0.0365,0.9096,0.9734,0.8915,,False,
1319,43.949,1,Ben,0.8843,,1.0,0.0,0.0764,0.0527,0.9152,0.9712,0.8881,,False,
1320,43.983,1,Ben,0.8862,,1.0,0.0102,0.1042,0.0487,0.9198,0.9726,0.8809,,False,
