frame,timestamp_seconds,track_id,replay_fighter_label,replay_score,replay_reject_reason,id_reset_side_score,id_red_wrist_score,id_blue_glove_score,id_blue_torso_score,id_pose_reference_score,reference_match_score,id_exclude_reference_score,strike_candidate_type,strike_confirmed,estimated_action
3549,118.309,32,Ben,0.8844,,1.0,0.0409,0.0,0.0184,0.9139,0.9735,0.7356,,False,
3550,118.343,32,Ben,0.8845,,1.0,0.0278,0.0,0.0233,0.9199,0.9657,0.7193,,False,
3551,118.376,32,Ben,0.8915,,1.0,0.0068,0.0,0.0242,0.9401,0.9661,0.6978,,False,
3552,118.409,32,Ben,0.8906,,1.0,0.0,0.0,0.0354,0.9377,0.9659,0.6826,,False,
3553,118.443,32,Ben,0.8885,,1.0,0.0,0.0,0.0345,0.9432,0.9493,0.6765,,False,
3554,118.476,32,Ben,0.8878,,1.0,0.0,0.0,0.0282,0.9432,0.9464,0.6675,,False,
3555,118.509,32,Ben,0.8885,,1.0,0.0,0.0,0.0266,0.9419,0.9511,0.6738,,False,
3556,118.543,32,Ben,0.8884,,1.0,0.0019,0.0,0.0323,0.9451,0.9463,0.6694,,False,
3557,118.576,32,Ben,0.8895,,1.0,0.0051,0.0,0.0349,0.9486,0.9457,0.6659,,False,
3558,118.609,32,Ben,0.8892,,1.0,0.0221,0.0,0.0364,0.9503,0.9421,0.6674,,False,
3559,118.643,32,Ben,0.8878,,1.0,0.0123,0.0,0.0565,0.9489,0.9381,0.6909,,False,
3560,118.676,32,Ben,0.8869,,1.0,0.0,0.0,0.0639,0.9426,0.9432,0.6984,,False,
3561,118.709,32,Ben,0.8814,,1.0,0.033,0.0035,0.0787,0.9247,0.9459,0.7136,,False,
3562,118.743,32,Ben,0.8857,,1.0,0.0505,0.0,0.0589,0.9266,0.9612,0.7415,,False,
3563,118.776,32,Ben,0.8878,,1.0,0.0,0.0,0.0542,0.9266,0.97,0.7762,,False,
3564,118.809,32,Ben,0.8849,,1.0,0.0268,0.0,0.0597,0.9235,0.9622,0.7568,,False,
3565,118.843,32,Ben,0.8838,,1.0,0.0381,0.0,0.0405,0.9228,0.9584,0.753,,False,
3566,118.876,32,Ben,0.8831,,1.0,0.068,0.0,0.044,0.9252,0.9524,0.7496,,False,
3567,118.91,32,Ben,0.8854,,1.0,0.0226,0.0,0.065,0.9302,0.9549,0.7551,,False,
3568,118.943,32,Ben,0.8846,,1.0,0.0025,0.0,0.0725,0.9299,0.9517,0.7577,,False,
3569,118.976,32,Ben,0.8869,,1.0,0.0,0.0,0.0871,0.938,0.9501,0.7725,,False,
3570,119.01,32,Ben,0.8903,,1.0,0.0,0.0,0.0871,0.9464,0.9522,0.7956,,False,
3571,119.043,32,Ben,0.8918,,1.0,0.0,0.0,0.0883,0.9467,0.9579,0.7877,,False,
3572,119.076,32,Ben,0.8907,,1.0,0.0,0.0,0.0948,0.9582,0.937,0.7603,,False,
3573,119.11,32,Ben,0.8899,,1.0,0.0,0.0,0.0921,0.9546,0.939,0.7566,,False,
3574,119.143,32,Ben,0.8873,,1.0,0.0,0.0,0.0823,0.9442,0.9427,0.757,,False,
3575,119.176,32,Ben,0.8870,,1.0,0.0,0.0,0.0786,0.947,0.9374,0.7649,,False,
3576,119.21,32,Ben,0.8873,,1.0,0.0,0.0,0.0706,0.9435,0.9437,0.7624,,False,
3578,119.276,32,Ben,0.8641,,1.0,0.0,0.0,0.073,0.9423,0.9411,0.7673,,False,
3579,119.31,32,Ben,0.8821,,1.0,0.0,0.0,0.0805,0.943,0.923,0.7672,,False,
3580,119.343,32,Ben,0.8861,,1.0,0.0,0.0,0.0518,0.9481,0.9323,0.7636,,False,
3581,119.376,32,Ben,0.8860,,1.0,0.0,0.0035,0.064,0.945,0.9362,0.7683,,False,
3582,119.41,32,Ben,0.8898,,1.0,0.0,0.0035,0.0669,0.9477,0.9483,0.7783,,False,
3583,119.443,32,Ben,0.8926,,1.0,0.0293,0.0,0.0528,0.951,0.9554,0.7837,,False,
3584,119.476,32,Ben,0.8929,,1.0,0.0715,0.0,0.0463,0.9497,0.9582,0.7747,,False,
3586,119.543,62,Ben,0.5503,,0.0,0.0185,0.0,0.1636,0.8734,0.717,0.8828,,False,
3587,119.576,62,Ben,0.6694,not_competition_fighter;blue_torso,0.0,0.022,0.0,0.1805,0.8824,0.7058,0.884,,False,
3588,119.61,62,Ben,0.3716,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.7148,0.0,,False,
3589,119.643,62,Ben,0.3687,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.7031,0.0,,False,
3590,119.676,62,Ben,0.3730,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.7209,0.0,,False,
3591,119.71,62,Ben,0.3766,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.7359,0.0,,False,
3592,119.743,62,Ben,0.3663,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6929,0.0,,False,
3593,119.777,62,Ben,0.3676,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6982,0.0,,False,
3594,119.81,62,Ben,0.3632,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6802,0.0,,False,
3595,119.843,62,Ben,0.3593,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6637,0.0,,False,
3596,119.877,62,Ben,0.3586,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6608,0.0,,False,
3597,119.91,62,Ben,0.3571,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6545,0.0,,False,
3598,119.943,62,Ben,0.3602,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6676,0.0,,False,
3599,119.977,62,Ben,0.3640,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6832,0.0,,False,
3600,120.01,62,Ben,0.3598,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.6658,0.0,,False,
3605,120.177,32,Ben,0.8455,,1.0,0.0,0.0,0.0432,0.9454,0.8648,0.7194,,False,
3606,120.21,32,Ben,0.8586,,1.0,0.0179,0.0,0.0292,0.9248,0.8507,0.7119,,False,
3607,120.243,32,Ben,0.8558,,1.0,0.0,0.0,0.0239,0.9236,0.8407,0.7138,,False,
3608,120.277,32,Ben,0.8514,,1.0,0.0,0.0,0.0249,0.928,0.8161,0.7173,,False,
3609,120.31,32,Ben,0.8487,,1.0,0.0,0.0039,0.0172,0.9312,0.8005,0.6962,,False,
3610,120.343,32,Ben,0.8470,,1.0,0.0,0.0195,0.0128,0.9319,0.7922,0.6892,,False,
3667,122.244,66,Ben,0.7027,,1.0,0.0122,0.0,0.171,0.9321,0.6874,0.867,,False,
3679,122.644,66,Ben,0.6806,,1.0,0.0486,0.0069,0.146,0.8658,0.6794,0.8298,,False,
3680,122.678,66,Ben,0.7992,,1.0,0.0492,0.0,0.1409,0.8631,0.6907,0.8409,,False,
3681,122.711,66,Ben,0.7962,,1.0,0.0655,0.0,0.1747,0.8561,0.6879,0.8302,,False,
3682,122.744,66,Ben,0.8072,,1.0,0.0466,0.0,0.1661,0.8557,0.7344,0.8506,,False,
3683,122.778,66,Ben,0.8042,,1.0,0.0361,0.0174,0.1657,0.8692,0.7029,0.8493,,False,
3684,122.811,66,Ben,0.8014,,1.0,0.0191,0.059,0.1687,0.8587,0.7059,0.8584,,False,
3685,122.844,66,Ben,0.8022,,1.0,0.0205,0.059,0.171,0.8463,0.7267,0.8839,,False,
3719,123.978,65,Ben,0.6904,,1.0,0.0306,0.0,0.0009,0.7774,0.6994,0.8971,,False,
3720,124.011,65,Ben,0.7716,,1.0,0.05,0.0,0.0,0.7774,0.6971,0.8937,,False,
3723,124.111,65,Ben,0.6830,,1.0,0.0,0.0,0.0,0.7573,0.6849,0.8127,,False,
3724,124.145,65,Ben,0.7636,,1.0,0.0,0.0,0.0,0.7691,0.6756,0.804,,False,
3733,124.445,65,Ben,0.7511,,1.0,0.0,0.0069,0.0,0.8607,0.7378,0.8572,,False,
3734,124.478,65,Ben,0.8221,,1.0,0.0,0.0069,0.0124,0.8824,0.7586,0.8753,,False,
3735,124.512,65,Ben,0.8204,,1.0,0.0,0.0104,0.016,0.8919,0.7383,0.8505,,False,
3736,124.545,65,Ben,0.8296,,1.0,0.0,0.0069,0.0157,0.8763,0.7987,0.8793,,False,
3737,124.578,65,Ben,0.8279,,1.0,0.0,0.0069,0.0164,0.8976,0.7614,0.7096,,False,
3738,124.612,65,Ben,0.8363,,1.0,0.0,0.0174,0.0333,0.9203,0.7642,0.6869,,False,
3739,124.645,65,Ben,0.8393,,1.0,0.0,0.0035,0.0407,0.9247,0.7704,0.6822,,False,
3740,124.678,65,Ben,0.8446,,1.0,0.0,0.0,0.0938,0.9284,0.7872,0.6595,,False,
3741,124.712,65,Ben,0.8382,,1.0,0.0,0.0069,0.107,0.9178,0.7755,0.6562,,False,
3742,124.745,65,Ben,0.8418,,1.0,0.0,0.0035,0.0801,0.8979,0.8188,0.654,,False,
3743,124.778,65,Ben,0.8455,,1.0,0.0,0.0035,0.0978,0.8759,0.8655,0.6861,,False,
3744,124.812,65,Ben,0.8504,,1.0,0.0,0.0139,0.0869,0.8746,0.8878,0.6788,,False,
3745,124.845,65,Ben,0.8527,,1.0,0.0,0.0104,0.0856,0.8761,0.8953,0.6638,,False,
3746,124.878,65,Ben,0.8502,,1.0,0.0,0.0139,0.0906,0.874,0.8876,0.6609,,False,
3747,124.912,65,Ben,0.8513,,1.0,0.0,0.0104,0.0873,0.8708,0.8969,0.6609,,False,
3748,124.945,65,Ben,0.8506,,1.0,0.0,0.0069,0.0761,0.8637,0.9038,0.665,,False,
3749,124.978,65,Ben,0.8519,,1.0,0.0,0.0035,0.0825,0.8754,0.8928,0.646,,False,
3750,125.012,65,Ben,0.8522,,1.0,0.0,0.0035,0.1016,0.8834,0.8828,0.6254,,False,
3751,125.045,65,Ben,0.8485,,1.0,0.0,0.0035,0.1141,0.8723,0.883,0.6096,,False,
3752,125.078,65,Ben,0.8466,,1.0,0.0,0.0,0.1125,0.8751,0.871,0.5969,,False,
3753,125.112,65,Ben,0.8485,,1.0,0.0,0.0,0.1021,0.8841,0.8664,0.6015,,False,
3754,125.145,65,Ben,0.8460,,1.0,0.0,0.0,0.0872,0.8899,0.8476,0.6029,,False,
3755,125.178,65,Ben,0.8621,,1.0,0.0,0.0,0.1034,0.9142,0.8803,0.5804,,False,
3761,125.379,65,Ben,0.8061,,1.0,0.0017,0.0,0.125,0.898,0.9046,0.6305,,False,
3762,125.412,65,Ben,0.8631,,1.0,0.0092,0.0,0.1321,0.8995,0.9053,0.6236,,False,
3763,125.445,65,Ben,0.8615,,1.0,0.0025,0.0035,0.1287,0.8971,0.902,0.6458,,False,
3764,125.479,65,Ben,0.8643,,1.0,0.0093,0.0,0.1064,0.8986,0.9115,0.6393,,False,
3765,125.512,65,Ben,0.8642,,1.0,0.0163,0.0035,0.0942,0.9,0.9091,0.6393,,False,
3768,125.612,65,Ben,0.8008,,1.0,0.0035,0.0035,0.0755,0.8889,0.9232,0.6366,,False,
3769,125.645,65,Ben,0.8624,,1.0,0.0,0.0,0.1119,0.8842,0.9242,0.6538,,False,
3770,125.679,65,Ben,0.8661,,1.0,0.0,0.0139,0.1368,0.887,0.9354,0.656,,False,
3771,125.712,65,Ben,0.8615,,1.0,0.0,0.0139,0.1685,0.8826,0.9225,0.6655,,False,
3775,125.845,67,Ben,0.6385,,0.0,0.079,0.0,0.0923,0.873,0.7271,0.7429,,False,
3777,125.912,65,Ben,0.7435,,1.0,0.0,0.0104,0.1786,0.8878,0.9058,0.7446,,False,
3780,126.012,67,fighter-67,0.6605,red_gloves,0.0,0.083,0.0,0.0734,0.9094,0.7434,0.7447,punch,True,punch
3781,126.045,67,Ben,0.6461,,0.0,0.0401,0.0,0.0818,0.8855,0.7223,0.7365,,False,
3782,126.079,67,Ben,0.6685,,0.0,0.0591,0.0,0.0691,0.8612,0.732,0.7346,,False,
3784,126.145,65,Ben,0.7504,,1.0,0.0102,0.0,0.1018,0.8813,0.9466,0.735,,False,
3786,126.212,65,Ben,0.7465,,1.0,0.0404,0.0069,0.1158,0.8723,0.9475,0.7447,,False,
3787,126.246,65,Ben,0.8614,,1.0,0.0435,0.0,0.1075,0.8731,0.9356,0.7481,,False,
3788,126.279,65,Ben,0.8621,,1.0,0.0544,0.0,0.1254,0.8734,0.9382,0.7522,,False,
3789,126.312,65,Ben,0.8606,,1.0,0.0267,0.0,0.1283,0.874,0.9311,0.7497,,False,
3790,126.346,65,Ben,0.8587,,1.0,0.0259,0.0035,0.1125,0.8737,0.9233,0.7596,,False,
3791,126.379,65,Ben,0.8602,,1.0,0.0224,0.0035,0.1117,0.8772,0.9248,0.7616,,False,
3792,126.412,65,Ben,0.8613,,1.0,0.0159,0.0,0.0873,0.8788,0.927,0.7657,,False,
3793,126.446,65,Ben,0.8619,,1.0,0.0,0.0,0.086,0.8815,0.9256,0.7683,,False,
3794,126.479,65,Ben,0.8628,,1.0,0.0,0.0,0.0865,0.8845,0.9253,0.7657,,False,
3795,126.512,65,Ben,0.8626,,1.0,0.0069,0.0,0.0542,0.8811,0.9292,0.7754,,False,
3796,126.546,65,Ben,0.8626,,1.0,0.0017,0.0,0.0641,0.8836,0.9259,0.7775,,False,
3797,126.579,65,Ben,0.8615,,1.0,0.0207,0.0,0.0791,0.8821,0.9234,0.7744,,False,
3798,126.612,65,Ben,0.8605,,1.0,0.0025,0.0035,0.0852,0.8832,0.9175,0.7847,,False,
3799,126.646,65,Ben,0.8621,,1.0,0.014,0.0,0.0644,0.8869,0.9188,0.7886,,False,
3804,126.812,65,Ben,0.7421,,1.0,0.0007,0.0,0.0987,0.9051,0.9165,0.7963,,False,
3805,126.846,65,Ben,0.8763,,1.0,0.0,0.0,0.1199,0.9272,0.9211,0.7959,,False,
3807,126.912,65,Ben,0.7502,,1.0,0.0036,0.0069,0.1526,0.9366,0.9078,0.79,,False,
3808,126.946,65,Ben,0.8762,,1.0,0.0,0.0104,0.1609,0.9424,0.8993,0.7824,,False,
3809,126.979,65,Ben,0.8793,,1.0,0.0,0.0104,0.1622,0.9449,0.9086,0.7846,,False,
3810,127.012,65,Ben,0.8772,,1.0,0.0,0.0139,0.1413,0.9466,0.8973,0.7854,,False,
3812,127.079,65,Ben,0.7494,,1.0,0.0093,0.0903,0.07,0.9273,0.9302,0.816,,False,
3813,127.112,65,Ben,0.8797,,1.0,0.0104,0.0139,0.0551,0.927,0.9355,0.8342,,False,
3814,127.146,65,Ben,0.8747,,1.0,0.0,0.0,0.0517,0.9096,0.9392,0.8548,,False,
3815,127.179,65,Ben,0.8701,,1.0,0.0,0.0,0.0291,0.8897,0.9485,0.8689,,False,
3816,127.213,65,Ben,0.8645,,1.0,0.0369,0.0,0.0259,0.8718,0.9504,0.8836,,False,
3817,127.246,65,Ben,0.8598,red_gloves,1.0,0.0856,0.0,0.0262,0.8659,0.9392,0.8723,,False,
3818,127.279,65,Ben,0.8666,,1.0,0.0655,0.0,0.0316,0.8809,0.9463,0.8489,,False,
3819,127.313,65,Ben,0.8645,,1.0,0.0706,0.0139,0.0352,0.8926,0.9207,0.84,,False,
3825,127.513,65,Ben,0.7570,,1.0,0.0762,0.0069,0.0591,0.8935,0.9659,0.8251,,False,
3826,127.546,65,Ben,0.8785,,1.0,0.0639,0.0104,0.0684,0.8998,0.9689,0.8267,,False,
3827,127.579,65,Ben,0.8771,,1.0,0.0729,0.0417,0.0672,0.8953,0.9696,0.8175,,False,
3828,127.613,65,Ben,0.8808,,1.0,0.0556,0.0521,0.0632,0.9018,0.9758,0.8314,,False,
3829,127.646,65,Ben,0.8823,,1.0,0.059,0.0139,0.0544,0.9053,0.9771,0.8356,,False,
3830,127.679,65,Ben,0.8857,,1.0,0.0069,0.0139,0.0539,0.9164,0.9754,0.8398,,False,
3831,127.713,65,Ben,0.8867,,1.0,0.0,0.0069,0.0654,0.9191,0.9758,0.8495,,False,
3832,127.746,65,Ben,0.8869,,1.0,0.0,0.0139,0.0631,0.9215,0.9732,0.853,,False,
3833,127.779,65,Ben,0.8872,,1.0,0.0,0.0104,0.0653,0.9254,0.9691,0.8518,,False,
3834,127.813,65,Ben,0.8859,,1.0,0.0,0.0104,0.0754,0.9271,0.9612,0.8425,,False,
3835,127.846,65,Ben,0.8849,,1.0,0.0,0.0208,0.0701,0.9234,0.9621,0.8483,,False,
3836,127.879,65,Ben,0.8827,,1.0,0.0,0.0,0.0637,0.9209,0.9566,0.8371,,False,
3837,127.913,65,Ben,0.8820,,1.0,0.0,0.0174,0.0654,0.9177,0.9582,0.8412,,False,
3838,127.946,65,Ben,0.8840,,1.0,0.0,0.0174,0.0797,0.9211,0.9616,0.8382,,False,
3839,127.979,65,Ben,0.8852,,1.0,0.0,0.0243,0.0807,0.922,0.9653,0.8376,,False,
3840,128.013,65,Ben,0.8855,,1.0,0.0,0.0278,0.0819,0.9192,0.9709,0.8434,,False,
3841,128.046,65,Ben,0.8848,,1.0,0.0032,0.0312,0.0708,0.913,0.9767,0.8583,,False,
3842,128.08,65,Ben,0.8836,,1.0,0.0,0.0243,0.0678,0.9102,0.9755,0.8681,,False,
3843,128.113,65,Ben,0.8826,,1.0,0.0,0.0312,0.0854,0.9093,0.9727,0.8626,,False,
3844,128.146,65,Ben,0.8788,,1.0,0.0,0.0625,0.0741,0.9051,0.9627,0.8588,,False,
3845,128.18,65,Ben,0.8816,,1.0,0.0,0.059,0.0805,0.9074,0.9712,0.8594,,False,
3846,128.213,65,Ben,0.8821,,1.0,0.0,0.066,0.083,0.9078,0.9725,0.8631,,False,
3847,128.246,65,Ben,0.8794,,1.0,0.0,0.066,0.0805,0.9108,0.9572,0.8495,,False,
3848,128.28,65,Ben,0.8790,,1.0,0.0,0.066,0.0716,0.9074,0.9603,0.8624,,False,
3849,128.313,65,Ben,0.8792,,1.0,0.0,0.0799,0.072,0.9046,0.9651,0.8639,,False,
3850,128.346,65,Ben,0.8787,,1.0,0.0,0.0868,0.0793,0.903,0.9654,0.8596,,False,
3851,128.38,65,Ben,0.8782,,1.0,0.0032,0.066,0.0787,0.9036,0.9624,0.8602,,False,
3852,128.413,65,Ben,0.8801,,1.0,0.0097,0.066,0.0795,0.908,0.9639,0.871,,False,
3853,128.446,65,Ben,0.8813,,1.0,0.0097,0.0556,0.0836,0.9087,0.9679,0.8664,,False,
3854,128.48,65,Ben,0.8823,,1.0,0.0097,0.059,0.0726,0.9119,0.9678,0.8682,,False,
3855,128.513,65,Ben,0.8838,,1.0,0.0063,0.0451,0.0847,0.9193,0.9636,0.8649,,False,
3856,128.546,65,Ben,0.8854,,1.0,0.0032,0.0382,0.0842,0.9231,0.9649,0.8694,,False,
3857,128.58,65,Ben,0.8840,,1.0,0.0065,0.0451,0.0894,0.922,0.9607,0.8676,,False,
3858,128.613,65,Ben,0.8856,,1.0,0.0125,0.0417,0.0829,0.926,0.9615,0.8624,,False,
3859,128.646,65,Ben,0.8866,,1.0,0.0065,0.0208,0.0841,0.9302,0.9599,0.8692,,False,
3860,128.68,65,Ben,0.8861,,1.0,0.0065,0.0278,0.0817,0.9273,0.9616,0.8733,,False,
3861,128.713,65,Ben,0.8847,,1.0,0.0,0.0139,0.0897,0.9262,0.9573,0.8652,,False,
3862,128.746,65,Ben,0.8849,,1.0,0.0032,0.0104,0.0609,0.9231,0.9628,0.8723,,False,
3863,128.78,65,Ben,0.8853,,1.0,0.0035,0.0035,0.0583,0.9251,0.9616,0.876,,False,
3864,128.813,65,Ben,0.8886,,1.0,0.0104,0.0,0.0476,0.9338,0.9628,0.8678,,False,
3865,128.846,65,Ben,0.8878,,1.0,0.0104,0.0069,0.0463,0.9354,0.9574,0.8719,,False,
3866,128.88,65,Ben,0.8864,,1.0,0.0278,0.0035,0.0383,0.9332,0.9546,0.8717,,False,
3867,128.913,65,Ben,0.8882,,1.0,0.0556,0.0069,0.0363,0.9379,0.9553,0.8655,,False,
3868,128.946,65,Ben,0.8881,,1.0,0.066,0.0069,0.0369,0.9405,0.9515,0.865,,False,
3869,128.98,65,Ben,0.8876,,1.0,0.0556,0.0069,0.0352,0.9348,0.9574,0.866,,False,
3870,129.013,65,Ben,0.8903,,1.0,0.0345,0.0069,0.034,0.9418,0.9585,0.8673,,False,
3871,129.047,65,Ben,0.8941,,1.0,0.0511,0.0,0.0393,0.9467,0.9675,0.865,,False,
3872,129.08,65,Ben,0.8965,,1.0,0.0365,0.0174,0.0395,0.9494,0.9739,0.8746,,False,
3873,129.113,65,Ben,0.8969,,1.0,0.0713,0.0174,0.0387,0.9559,0.9664,0.8719,,False,
3874,129.147,65,Ben,0.8976,,1.0,0.0583,0.0174,0.0363,0.9596,0.9641,0.8684,,False,
3875,129.18,65,Ben,0.8984,,1.0,0.065,0.0208,0.0298,0.9606,0.9658,0.8659,,False,
3876,129.213,65,Ben,0.8996,,1.0,0.0719,0.0104,0.0426,0.9651,0.9643,0.8614,,False,
3877,129.247,65,Ben,0.9003,,1.0,0.0676,0.0035,0.0393,0.967,0.9646,0.8556,,False,
3878,129.28,65,Ben,0.8980,,1.0,0.068,0.0104,0.041,0.9641,0.9592,0.8577,,False,
3879,129.313,65,Ben,0.8982,,1.0,0.0678,0.0104,0.0392,0.9624,0.9624,0.8609,,False,
3880,129.347,65,Ben,0.8979,,1.0,0.0713,0.0174,0.0433,0.9618,0.962,0.8616,,False,
3881,129.38,65,Ben,0.8962,,1.0,0.0785,0.0069,0.0398,0.9591,0.9588,0.8596,,False,
3882,129.413,65,Ben,0.8970,,1.0,0.0757,0.0139,0.0401,0.9603,0.9606,0.8629,,False,
3883,129.447,65,Ben,0.8975,,1.0,0.0754,0.0069,0.0414,0.9611,0.9614,0.8593,,False,
3884,129.48,65,Ben,0.8986,,1.0,0.0759,0.0139,0.0401,0.9593,0.9685,0.8664,,False,
3885,129.513,65,Ben,0.9007,,1.0,0.066,0.0104,0.0353,0.9597,0.9766,0.8704,,False,
3886,129.547,65,Ben,0.8998,,1.0,0.0588,0.0069,0.0364,0.9582,0.975,0.8607,,False,
3887,129.58,65,Ben,0.9005,,1.0,0.0727,0.0139,0.0426,0.9589,0.977,0.865,,False,
3892,129.747,65,Ben,0.8744,,1.0,0.0556,0.0243,0.0517,0.9591,0.9772,0.8737,,False,
3893,129.78,65,Ben,0.8999,,1.0,0.0625,0.0069,0.0486,0.957,0.9771,0.8746,,False,
3894,129.813,65,Ben,0.8983,,1.0,0.0694,0.0035,0.0397,0.9598,0.9664,0.8692,,False,
3895,129.847,65,Ben,0.8992,,1.0,0.066,0.0035,0.0526,0.9616,0.9679,0.862,,False,
3896,129.88,65,Ben,0.8992,,1.0,0.0694,0.0069,0.0564,0.9599,0.9702,0.8589,,False,
3897,129.913,65,Ben,0.8993,,1.0,0.059,0.0,0.0551,0.9567,0.9751,0.8619,,False,
3898,129.947,65,Ben,0.8990,,1.0,0.0788,0.0,0.05,0.9586,0.9711,0.8638,,False,
3899,129.98,65,Ben,0.8972,,1.0,0.0764,0.0104,0.0586,0.955,0.9689,0.8632,,False,
3900,130.014,65,Ben,0.8961,,1.0,0.0486,0.0035,0.0574,0.9529,0.9673,0.8669,,False,
3901,130.047,65,Ben,0.8970,,1.0,0.0278,0.0,0.0593,0.9483,0.9772,0.8508,,False,
3902,130.08,65,Ben,0.8981,,1.0,0.0208,0.0139,0.0564,0.9498,0.9797,0.8541,,False,
3903,130.114,65,Ben,0.8965,,1.0,0.0208,0.0069,0.0536,0.9509,0.9716,0.8447,,False,
3904,130.147,65,Ben,0.8935,,1.0,0.0347,0.0104,0.0519,0.9407,0.9738,0.849,,False,
3905,130.18,65,Ben,0.8918,,1.0,0.0278,0.0,0.0444,0.9357,0.9734,0.8411,,False,
3906,130.214,65,Ben,0.8921,,1.0,0.0278,0.0035,0.0481,0.9356,0.9751,0.8474,,False,
3907,130.247,65,Ben,0.8915,,1.0,0.0278,0.0035,0.0391,0.9339,0.975,0.8485,,False,
3908,130.28,65,Ben,0.8932,,1.0,0.0278,0.0069,0.0432,0.9385,0.9755,0.8469,,False,
3909,130.314,65,Ben,0.8922,,1.0,0.0278,0.0104,0.0352,0.9371,0.9733,0.8484,,False,
3910,130.347,65,Ben,0.8918,,1.0,0.0243,0.0104,0.0383,0.9351,0.9743,0.8468,,False,
3911,130.38,65,Ben,0.8918,,1.0,0.0243,0.0139,0.0383,0.9347,0.975,0.8483,,False,
3912,130.414,65,Ben,0.8914,,1.0,0.0104,0.0104,0.0383,0.9329,0.9761,0.8502,,False,
3913,130.447,65,Ben,0.8917,,1.0,0.0139,0.0174,0.0432,0.9343,0.9753,0.8408,,False,
3914,130.48,65,Ben,0.8906,,1.0,0.0208,0.0139,0.0435,0.932,0.974,0.8405,,False,
3915,130.514,65,Ben,0.8874,,1.0,0.0243,0.0104,0.0401,0.9215,0.9754,0.8441,,False,
3916,130.547,65,Ben,0.8885,,1.0,0.0139,0.0035,0.0417,0.9227,0.9784,0.8503,,False,
3917,130.58,65,Ben,0.8884,,1.0,0.0208,0.0,0.0449,0.9221,0.9786,0.8559,,False,
3918,130.614,65,Ben,0.8876,,1.0,0.0174,0.0104,0.0429,0.9194,0.9791,0.8592,,False,
3919,130.647,65,Ben,0.8860,,1.0,0.0208,0.0069,0.0526,0.915,0.9787,0.8552,,False,
3920,130.68,65,Ben,0.8846,,1.0,0.0278,0.0035,0.0545,0.9117,0.9775,0.8531,,False,
3921,130.714,65,Ben,0.8813,,1.0,0.0347,0.0139,0.0451,0.9029,0.9765,0.8604,,False,
3922,130.747,65,Ben,0.8805,,1.0,0.0347,0.0035,0.0411,0.9033,0.9723,0.8663,,False,
3923,130.78,65,Ben,0.8774,,1.0,0.0417,0.0,0.0389,0.8936,0.9731,0.8665,,False,
3924,130.814,65,Ben,0.8733,,1.0,0.0278,0.0,0.0405,0.8828,0.9715,0.8713,,False,
3925,130.847,65,Ben,0.8701,,1.0,0.0556,0.0,0.0414,0.8793,0.9629,0.8645,,False,
3926,130.881,65,Ben,0.8704,,1.0,0.0417,0.0,0.0506,0.8801,0.9633,0.8695,,False,
3927,130.914,65,Ben,0.8736,,1.0,0.0327,0.0,0.0552,0.884,0.9709,0.8818,,False,
3928,130.947,65,Ben,0.8742,,1.0,0.0,0.0,0.0531,0.8876,0.9686,0.8669,,False,
3929,130.981,65,Ben,0.8789,,1.0,0.0,0.0,0.0471,0.8991,0.9715,0.8605,,False,
3930,131.014,65,Ben,0.8773,,1.0,0.0,0.0069,0.0589,0.8994,0.9644,0.8543,,False,
3931,131.047,65,Ben,0.8714,,1.0,0.0186,0.0,0.0686,0.8976,0.9426,0.8671,,False,
3932,131.081,65,Ben,0.8703,,1.0,0.0153,0.0208,0.0835,0.8975,0.938,0.8598,,False,
3933,131.114,65,Ben,0.8664,,1.0,0.0194,0.0069,0.1133,0.891,0.9309,0.8596,,False,
3934,131.147,65,Ben,0.8661,,1.0,0.0172,0.0104,0.1465,0.8877,0.9345,0.8691,,False,
3935,131.181,65,Ben,0.8618,,1.0,0.0104,0.0417,0.1223,0.8815,0.9255,0.8887,,False,
3936,131.214,65,Ben,0.8607,,1.0,0.0069,0.0521,0.1245,0.8685,0.9392,0.8911,,False,
3937,131.247,65,Ben,0.8588,,1.0,0.0195,0.0243,0.1234,0.8598,0.9437,0.887,,False,
3938,131.281,65,Ben,0.8577,,1.0,0.0267,0.0035,0.1139,0.8555,0.945,0.8774,,False,
3939,131.314,65,Ben,0.8595,,1.0,0.0104,0.0,0.0885,0.8544,0.9542,0.8497,,False,
3940,131.347,65,Ben,0.8594,,1.0,0.0,0.0,0.0668,0.8543,0.9538,0.863,,False,
3941,131.381,65,Ben,0.8608,,1.0,0.0,0.0,0.0345,0.8584,0.9539,0.8584,,False,
