frame,timestamp_seconds,track_id,selected_track_id,fighter_label,confidence,bbox,keypoints,red_glove_score,white_glove_score,blue_glove_score,blue_torso_score,white_uniform_score,black_belt_score,standing_score,reference_match_score,pose_reference_match_score,competition_fighter_score,exclude_reference_match_score,exclude_body_match_score,exclude_face_detected,exclude_face_match_score,face_detected,face_match_score,gabriel_candidate_score,id_red_wrist_score,id_white_glove_score,id_blue_glove_score,id_blue_torso_score,id_pose_reference_score,id_face_detected,id_face_match_score,id_exclude_reference_score,id_exclude_body_score,id_exclude_face_detected,id_exclude_face_score,id_competition_fighter_score,id_continuity_score,id_reset_side_score,id_match_gap,id_confirmed_not_top,id_hard_reject_active,id_rejection_reason,id_visual_state,strike_punch_score,strike_kick_score,strike_punch_endpoint_motion,strike_kick_endpoint_motion,strike_punch_extension_delta,strike_kick_extension_delta,strike_punch_extension_ratio,strike_kick_extension_ratio,strike_kick_foot_height_change,strike_kick_foot_elevation_body_heights,strike_kick_support_foot_motion_body_heights,strike_punch_opponent_distance_body_heights,strike_punch_target_approach_body_heights,strike_punch_target_distance_body_heights,strike_punch_target_alignment,strike_kick_opponent_distance_body_heights,strike_kick_used_recent_opponent,strike_punch_commitment_frames,strike_kick_commitment_frames,strike_punch_cooldown,strike_kick_cooldown,strike_punch_armed,strike_kick_armed,strike_candidate_type,strike_confirmed,strike_rejection_reason,estimated_action
864,28.767,15,3,fighter-15,3.9589,"[340, 423, 541, 718]","[[448.18229166666663, 464.86848958333337], [432.81770833333337, 458.62662760416663], [464.9873046875, 460.06705729166663], [418.41341145833337, 470.15006510416663], [473.14973958333337, 469.18977864583337], [376.16080729166663, 528.2473958333334], [506.27962239583337, 527.287109375], [354.07421875, 609.8717447916667], [523.0846354166667, 606.9908854166667], [404.96940104166663, 582.5035807291667], [480.35188802083337, 573.8610026041667], [388.64453125, 696.2975260416667], [468.82845052083337, 698.2180989583333], [365.1175130208333, 650.6839192708333], [499.5576171875, 707.8209635416667], [345.431640625, 705.900390625], [502.91861979166663, 713.5826822916667]]",0.0,0.0,0.0,0.0002,0.0339,0.9673,0.6315,0.7406,0.8389,0.0,0.8003,0.8003,False,0.0,False,0.0,0.6306,0.0,0.0,0.0,0.0002,0.8389,False,0.0,0.8003,0.8003,False,0.0,0.0,0.3976,0.0,-0.2433,False,False,not_active_fighter_pair,candidate,0.0,0.2236,9.8292,6.8568,-4.253,6.5156,0.9353,1.211,4.471,0.0,0.114,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
864,28.767,3,3,Gabriel,4.408,"[744, 353, 811, 546]","[[769.0185546875, 370.0257161458333], [772.4739583333334, 366.5703125], [768.7044270833334, 366.2561848958333], [783.154296875, 369.3974609375], [774.3587239583334, 368.7692057291667], [797.6041666666666, 390.7581380208333], [770.5891927083334, 387.9309895833333], [802.6302083333334, 421.228515625], [771.845703125, 416.20247395833337], [800.7454427083334, 450.4423828125], [766.8196614583334, 436.306640625], [786.6097005208334, 437.2490234375], [771.845703125, 436.62076822916663], [791.6357421875, 488.45182291666674], [765.2490234375, 482.79752604166674], [791.9498697916666, 530.8590494791667], [763.0501302083334, 525.5188802083333]]",0.0,0.6597,0.0,0.0605,0.7566,0.0183,0.7406,0.7989,0.909,1.0,0.8157,0.8157,False,0.0,False,0.0,0.8739,0.0,0.6597,0.0,0.0605,0.909,False,0.0,0.8157,0.8157,False,0.0,1.0,0.9443,1.0,0.2433,False,False,,confirmed,0.0,0.0308,2.3117,3.2876,-0.6035,0.3751,0.99,1.004,0.6169,0.0,0.0248,,,,,1.6787,True,0,0,0,0,True,True,,False,below_threshold,
865,28.8,15,3,fighter-15,3.9779,"[335, 424, 541, 718]","[[444.69921875, 465.248046875], [429.38671875, 459.02734375], [461.447265625, 460.462890625], [415.98828125, 470.51171875], [471.017578125, 470.033203125], [373.87890625, 528.412109375], [503.556640625, 526.9765625], [349.953125, 608.802734375], [522.21875, 606.888671875], [400.67578125, 581.048828125], [479.630859375, 571.0], [386.3203125, 696.849609375], [466.232421875, 697.806640625], [361.916015625, 650.43359375], [496.857421875, 708.333984375], [378.6640625, 708.8125], [503.078125, 714.076171875]]",0.0,0.0,0.0,0.0002,0.0361,0.9548,0.6364,0.7346,0.8455,0.0,0.8007,0.8007,False,0.0,False,0.0,0.6306,0.0,0.0,0.0,0.0002,0.8455,False,0.0,0.8007,0.8007,False,0.0,0.0,0.3941,0.0,-0.243,False,False,not_active_fighter_pair,candidate,0.0,0.2174,19.1496,6.1977,-13.3355,5.7273,0.8158,1.1658,4.3473,0.0,0.1929,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
865,28.8,3,3,Gabriel,4.362,"[746, 353, 812, 546]","[[769.576171875, 370.33984375], [773.0315755208334, 366.5703125], [769.2620442708334, 366.2561848958333], [783.7119140625, 369.0833333333333], [773.6598307291666, 368.7692057291667], [797.84765625, 390.7581380208333], [770.5185546875, 388.5592447916667], [803.501953125, 421.228515625], [772.4033203125, 416.20247395833337], [800.9889322916666, 449.81412760416663], [768.6337890625, 437.56315104166663], [787.4814453125, 437.56315104166663], [772.0891927083334, 437.2490234375], [791.8792317708334, 488.76595052083326], [765.806640625, 482.4833984375], [792.193359375, 530.8590494791667], [764.5501302083334, 525.2047526041667]]",0.0,0.7431,0.0,0.0528,0.7627,0.0235,0.7373,0.8064,0.9052,1.0,0.8246,0.8246,False,0.0,False,0.0,0.8737,0.0,0.7431,0.0,0.0528,0.9052,False,0.0,0.8246,0.8246,False,0.0,1.0,0.9433,1.0,0.243,False,False,,confirmed,0.0,0.0,2.6328,2.9053,-1.2167,-0.2061,0.9798,0.9978,0.0146,0.0,0.0313,,,,,1.6787,True,0,0,0,0,True,True,,False,below_threshold,
866,28.833,15,3,fighter-15,3.9031,"[329, 425, 541, 718]","[[441.67643229166674, 465.15397135416663], [425.93912760416663, 459.908203125], [459.3212890625, 460.86197916666663], [412.58626302083337, 470.87662760416663], [467.42838541666674, 470.39973958333337], [369.66634114583337, 529.5338541666667], [500.33365885416663, 527.1494140625], [344.3912760416667, 607.7434895833334], [521.7936197916666, 605.8359375], [393.5107421875, 575.3151041666666], [477.44303385416663, 570.0693359375], [383.49609375, 696.4446614583334], [461.70572916666663, 697.8753255208334], [361.5592447916667, 703.12109375], [494.61100260416663, 709.3206380208334], [391.60319010416663, 708.84375], [496.99544270833326, 713.6126302083334]]",0.0,0.0,0.0,0.0002,0.0375,0.9432,0.6364,0.7397,0.8251,0.0,0.8094,0.8094,False,0.0,False,0.0,0.6224,0.0,0.0,0.0,0.0002,0.8251,False,0.0,0.8094,0.8094,False,0.0,0.0,0.3842,0.0,-0.2497,False,False,not_active_fighter_pair,candidate,0.0,0.1929,19.0645,4.8218,-11.1272,3.6819,0.8227,1.1053,4.2529,0.0,0.2941,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
866,28.833,3,3,Gabriel,4.3802,"[747, 353, 813, 547]","[[770.2115885416666, 370.7454427083333], [773.6848958333334, 366.9563802083333], [769.580078125, 366.640625], [783.7890625, 369.1666666666667], [773.369140625, 369.1666666666667], [798.3138020833334, 390.95377604166663], [770.2115885416666, 388.427734375], [804.3131510416666, 420.95052083333337], [772.1061197916666, 415.8984375], [801.4713541666666, 449.052734375], [768.3170572916666, 436.42252604166663], [787.2623697916666, 439.26432291666663], [772.1061197916666, 438.94856770833337], [791.9986979166666, 489.15364583333337], [765.791015625, 482.52278645833337], [791.6829427083334, 530.8333333333334], [766.4225260416666, 525.1497395833334]]",0.0,0.691,0.0,0.0598,0.7753,0.0175,0.734,0.8057,0.9009,1.0,0.8222,0.8222,False,0.0,False,0.0,0.8721,0.0,0.691,0.0,0.0598,0.9009,False,0.0,0.8222,0.8222,False,0.0,1.0,0.944,1.0,0.2497,False,False,,confirmed,0.0,0.0,2.8028,2.5974,-2.1857,-1.8506,0.9638,0.9802,1.7415,0.0,0.0481,,,,,1.6787,True,0,0,0,0,True,True,,False,below_threshold,
867,28.867,15,3,fighter-15,3.832,"[322, 426, 539, 719]","[[437.6533203125, 465.67708333333337], [421.916015625, 459.95442708333337], [454.34440104166674, 461.38509114583337], [408.56315104166663, 470.9228515625], [462.92838541666674, 470.9228515625], [366.1201171875, 529.1031901041667], [496.310546875, 529.1031901041667], [337.5068359375, 605.4052734375], [521.5856119791666, 605.4052734375], [385.67252604166663, 573.4537760416666], [478.18880208333337, 556.7626953125], [379.47298177083337, 694.1064453125], [456.251953125, 696.0139973958334], [371.36588541666663, 704.12109375], [491.06477864583337, 710.3206380208334], [386.62630208333337, 707.4593098958334], [488.68033854166674, 713.1819661458334]]",0.0,0.0,0.0,0.0011,0.0376,0.9275,0.6283,0.7491,0.8456,0.0,0.8026,0.8026,False,0.0,False,0.0,0.6287,0.0,0.0,0.0,0.0011,0.8456,False,0.0,0.8026,0.8026,False,0.0,0.0,0.3831,0.0,-0.2388,False,False,not_active_fighter_pair,candidate,0.0,0.0184,27.4347,4.5206,-16.3838,0.2206,0.7474,1.006,4.2041,0.0,0.2963,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
867,28.867,3,3,Gabriel,4.3984,"[750, 353, 814, 547]","[[770.9485677083334, 370.4296875], [774.421875, 366.9563802083333], [770.0013020833334, 366.3248697916667], [784.2102864583334, 369.1666666666667], [772.52734375, 368.53515625], [798.103515625, 390.322265625], [770.6328125, 388.1119791666667], [805.3658854166666, 420.31901041666663], [772.52734375, 415.26692708333337], [801.892578125, 448.73697916666663], [766.84375, 434.21223958333337], [788.3151041666666, 439.26432291666663], [772.2115885416666, 438.31705729166663], [791.7884114583334, 488.837890625], [765.896484375, 481.89127604166663], [791.7884114583334, 531.46484375], [768.1067708333334, 524.5182291666666]]",0.0,0.6528,0.0,0.0553,0.7791,0.0199,0.7389,0.797,0.8951,1.0,0.8212,0.8212,False,0.0,False,0.0,0.8675,0.0,0.6528,0.0,0.0553,0.8951,False,0.0,0.8212,0.8212,False,0.0,1.0,0.9391,1.0,0.2388,False,False,,confirmed,0.0,0.0077,3.202,2.1478,-2.5,0.0929,0.959,1.0022,1.4274,0.0,0.0557,,,,,1.6787,True,0,0,0,0,True,True,,False,below_threshold,
868,28.9,15,3,fighter-15,3.9008,"[315, 426, 537, 718]","[[433.2265625, 466.97395833333337], [417.328125, 461.19270833333337], [451.53385416666663, 462.63802083333337], [403.83854166666663, 471.30989583333337], [458.27864583333326, 471.30989583333337], [359.99739583333337, 530.0859375], [491.0390625, 529.6041666666667], [331.0911458333333, 603.796875], [519.9453125, 604.7604166666666], [379.75, 572.4817708333334], [500.19270833333337, 552.7291666666667], [375.89583333333337, 692.9244791666666], [452.015625, 694.8515625], [368.1875, 700.6328125], [487.18489583333337, 707.859375], [381.1953125, 706.4140625], [484.29427083333326, 710.2682291666666]]",0.0,0.0026,0.0168,0.003,0.0374,0.9138,0.6187,0.7499,0.87,0.0,0.8028,0.8028,False,0.0,False,0.0,0.6324,0.0,0.0026,0.0168,0.003,0.87,False,0.0,0.8028,0.8028,False,0.0,0.0,0.3773,0.0,-0.2325,False,False,not_active_fighter_pair,candidate,0.0,0.0,30.1461,49.2317,-16.582,-30.0464,0.7383,0.3254,4.847,0.0425,0.0336,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
868,28.9,3,3,Gabriel,4.4225,"[752, 352, 815, 546]","[[771.185546875, 369.7454427083333], [774.6588541666666, 366.587890625], [770.23828125, 365.9563802083333], [784.447265625, 369.1139322916667], [773.080078125, 368.482421875], [798.0247395833334, 389.9537760416667], [770.5540364583334, 387.1119791666667], [806.234375, 419.634765625], [772.7643229166666, 413.951171875], [801.8138020833334, 447.73697916666663], [768.0279947916666, 433.84375], [788.236328125, 439.52734375], [772.4485677083334, 438.580078125], [791.7096354166666, 488.15364583333337], [766.1334635416666, 481.52278645833337], [791.3938802083334, 530.46484375], [770.23828125, 522.88671875]]",0.0,0.6181,0.0,0.0564,0.779,0.0175,0.7389,0.7982,0.8854,1.0,0.8253,0.8253,False,0.0,False,0.0,0.8648,0.0,0.6181,0.0,0.0564,0.8854,False,0.0,0.8253,0.8253,False,0.0,1.0,0.9387,1.0,0.2325,False,False,,confirmed,0.0,0.0,3.3104,3.4996,-2.4789,-2.791,0.9589,0.9702,2.6904,0.0,0.0657,,,,,1.6787,True,0,0,0,0,True,True,,False,below_threshold,
869,28.933,15,3,fighter-15,3.9719,"[308, 426, 535, 718]","[[427.9040798611111, 466.57899305555554], [413.61805555555554, 461.16015625], [446.62369791666663, 462.63802083333337], [398.34678819444446, 471.50520833333337], [454.01302083333337, 474.9535590277778], [354.50347222222223, 530.6197916666666], [486.0334201388889, 529.1419270833334], [324.45355902777777, 601.5572916666666], [518.0538194444445, 603.03515625], [372.73046875, 572.4926215277778], [488.00390625, 559.6844618055555], [373.2230902777778, 694.6627604166666], [448.5941840277778, 695.6480034722223], [361.8927951388889, 702.0520833333334], [484.55555555555554, 707.9635416666666], [374.7009548611111, 707.4709201388889], [481.1072048611111, 709.44140625]]",0.0,0.0,0.0,0.0037,0.0363,0.8977,0.6175,0.7434,0.8747,0.0,0.7919,0.7919,False,0.0,False,0.0,0.6295,0.0,0.0,0.0,0.0037,0.8747,False,0.0,0.7919,0.7919,False,0.0,0.0,0.3699,0.0,-0.2359,False,False,not_active_fighter_pair,candidate,0.0,0.0,33.7575,44.8056,-15.7623,-31.3739,0.7434,0.2913,3.2053,0.0426,0.0381,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
869,28.933,3,3,Gabriel,4.3637,"[754, 352, 817, 546]","[[771.291015625, 369.7454427083333], [775.080078125, 366.2721354166667], [770.6595052083334, 365.9563802083333], [784.552734375, 369.1139322916667], [773.8170572916666, 368.1666666666667], [798.76171875, 390.26953125], [770.6595052083334, 387.1119791666667], [807.9186197916666, 419.95052083333337], [773.185546875, 413.63541666666663], [802.2350260416666, 446.47395833333337], [769.0807291666666, 434.15950520833337], [788.341796875, 438.26432291666663], [772.8697916666666, 437.6328125], [791.4993489583334, 487.52213541666663], [766.2389322916666, 481.83854166666663], [791.18359375, 530.1490885416666], [773.5013020833334, 521.6236979166666]]",0.0,0.6319,0.0,0.0599,0.7721,0.0163,0.7373,0.8142,0.8753,1.0,0.843,0.843,False,0.0,False,0.0,0.8654,0.0,0.6319,0.0,0.0599,0.8753,False,0.0,0.843,0.843,False,0.0,1.0,0.9395,1.0,0.2359,False,False,,confirmed,0.0,0.0183,4.2388,3.0362,-3.4552,0.2197,0.9422,1.0052,1.7253,0.0,0.07,,,,,1.6787,True,0,0,0,0,True,True,,False,below_threshold,
870,28.967,15,3,fighter-15,3.9705,"[303, 426, 532, 718]","[[421.97265625, 464.65625], [410.04557291666663, 459.68663194444446], [441.35416666666674, 460.68055555555554], [392.6519097222222, 471.6137152777777], [447.8146701388889, 471.1167534722222], [349.91319444444446, 529.7582465277777], [480.1171875, 528.7643229166666], [318.1076388888889, 599.3328993055555], [515.8984375, 600.8237847222222], [365.81597222222223, 571.5030381944445], [486.5776909722222, 567.52734375], [369.79166666666663, 694.7495659722223], [444.3359375, 694.2526041666666], [357.36762152777777, 702.2039930555555], [481.1111111111111, 709.1614583333334], [364.8220486111111, 708.1675347222223], [478.62630208333326, 709.1614583333334]]",0.0,0.0,0.0,0.0016,0.0345,0.8837,0.6178,0.7434,0.8754,0.0,0.782,0.782,False,0.0,False,0.0,0.6272,0.0,0.0,0.0,0.0016,0.8754,False,0.0,0.782,0.782,False,0.0,0.0,0.3627,0.0,-0.2418,False,False,not_active_fighter_pair,candidate,0.0,0.0088,36.1432,3.0554,-14.3939,0.1056,0.7563,1.0074,1.4551,0.0317,0.0466,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
870,28.967,3,3,Gabriel,4.3394,"[756, 352, 818, 546]","[[771.5279947916666, 370.0611979166667], [775.0013020833334, 366.587890625], [770.896484375, 365.9563802083333], [784.7897135416666, 368.7981770833333], [774.3697916666666, 368.1666666666667], [798.9986979166666, 390.26953125], [770.896484375, 386.7962239583333], [809.1028645833334, 419.634765625], [773.4225260416666, 413.63541666666663], [803.103515625, 445.52669270833337], [768.6861979166666, 432.896484375], [789.2102864583334, 437.6328125], [773.4225260416666, 437.00130208333337], [791.1048177083334, 488.15364583333337], [765.8444010416666, 481.52278645833337], [791.1048177083334, 530.1490885416666], [775.6328125, 519.4134114583334]]",0.0,0.5729,0.0,0.062,0.7632,0.0155,0.7389,0.8239,0.8766,1.0,0.8532,0.8532,False,0.0,False,0.0,0.8691,0.0,0.5729,0.0,0.062,0.8766,False,0.0,0.8532,0.8532,False,0.0,1.0,0.9422,1.0,0.2418,False,False,,confirmed,0.0,0.0,4.7805,2.9233,-3.7301,-0.8791,0.9369,0.9906,0.7796,0.0,0.077,,,,,1.6787,True,0,0,0,0,True,True,,False,below_threshold,
871,29.0,15,3,fighter-15,4.0044,"[296, 425, 530, 718]","[[414.5234375, 462.828125], [402.84375, 458.2578125], [434.328125, 458.2578125], [386.59375, 471.4609375], [441.4375, 469.4296875], [344.953125, 528.84375], [473.9375, 527.3203125], [311.9453125, 595.875], [513.546875, 597.90625], [360.1875, 568.453125], [482.0625, 561.34375], [365.7734375, 686.265625], [439.40625, 687.28125], [351.5546875, 700.9921875], [479.015625, 707.59375], [352.5703125, 709.625], [473.9375, 710.640625]]",0.0,0.0024,0.009,0.0,0.0334,0.8681,0.6257,0.7486,0.8697,0.0,0.7888,0.7888,False,0.0,False,0.0,0.6242,0.0,0.0024,0.009,0.0,0.8697,False,0.0,0.7888,0.7888,False,0.0,0.0,0.3526,0.0,-0.2369,False,False,not_active_fighter_pair,candidate,0.0,0.548,34.0224,23.9636,-9.1805,12.0182,0.8221,1.8113,10.9603,0.0312,0.0489,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
871,29.0,3,3,Gabriel,4.3861,"[754, 352, 820, 546]","[[772.1595052083334, 368.7981770833333], [775.6328125, 365.3248697916667], [770.896484375, 365.3248697916667], [785.4212239583334, 367.8509114583333], [773.4225260416666, 367.8509114583333], [798.9986979166666, 389.0065104166667], [771.2122395833334, 387.1119791666667], [811.9446614583334, 417.740234375], [773.73828125, 414.26692708333337], [804.6822916666666, 443.63216145833337], [768.3704427083334, 432.896484375], [790.4733072916666, 438.89583333333337], [774.0540364583334, 438.580078125], [790.7890625, 486.57486979166663], [766.4759114583334, 481.83854166666663], [791.736328125, 529.8333333333334], [778.1588541666666, 519.09765625]]",0.0,0.5694,0.0,0.0376,0.7672,0.018,0.7357,0.7989,0.875,1.0,0.8529,0.8529,False,0.0,False,0.0,0.8611,0.0,0.5694,0.0,0.0376,0.875,False,0.0,0.8529,0.8529,False,0.0,1.0,0.9374,1.0,0.2369,False,False,,confirmed,0.0,0.0316,6.3002,3.2201,-3.2642,1.588,0.9439,1.0381,0.6315,0.0,0.0718,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
872,29.033,15,3,fighter-15,3.9744,"[291, 424, 527, 717]","[[409.5121527777778, 462.4357638888889], [397.7326388888889, 457.8263888888889], [431.02256944444446, 457.8263888888889], [381.8559027777778, 469.6059027777778], [435.63194444444446, 469.09375], [338.83506944444446, 529.015625], [468.4097222222222, 525.9427083333334], [306.56944444444446, 593.0347222222223], [511.43055555555554, 595.0833333333334], [355.7361111111111, 565.3784722222223], [477.6284722222222, 559.2326388888889], [363.41840277777777, 686.2465277777778], [436.1440972222222, 684.7100694444445], [347.0295138888889, 701.0989583333334], [474.0434027777778, 709.2934027777778], [347.5416666666667, 658.078125], [470.45833333333337, 643.2256944444445]]",0.0,0.0054,0.0045,0.0004,0.0314,0.8558,0.6258,0.7568,0.8704,0.0,0.7866,0.7866,False,0.0,False,0.0,0.6254,0.0,0.0054,0.0045,0.0004,0.8704,False,0.0,0.7866,0.7866,False,0.0,0.0,0.3503,0.0,-0.24,False,False,not_active_fighter_pair,candidate,0.1013,2.3473,2.5327,58.6827,1.4755,62.4403,1.0446,17.7642,58.6523,0.081,0.232,,,,,,False,0,1,0,0,True,True,kick,False,not_selected_fighter,
872,29.033,3,3,Gabriel,4.3975,"[754, 352, 820, 546]","[[772.1595052083334, 368.482421875], [775.6328125, 365.0091145833333], [771.2122395833334, 365.0091145833333], [785.4212239583334, 367.8509114583333], [773.4225260416666, 367.53515625], [799.314453125, 389.0065104166667], [771.5279947916666, 387.427734375], [812.8919270833334, 416.79296875], [773.4225260416666, 414.26692708333337], [804.6822916666666, 441.73763020833337], [767.7389322916666, 432.58072916666663], [790.4733072916666, 438.89583333333337], [773.73828125, 438.89583333333337], [790.4733072916666, 486.25911458333337], [766.7916666666666, 481.52278645833337], [791.4205729166666, 530.1490885416666], [780.0533854166666, 518.150390625]]",0.0,0.5938,0.0,0.0346,0.7631,0.0164,0.7357,0.8105,0.8763,1.0,0.8634,0.8634,False,0.0,False,0.0,0.8654,0.0,0.5938,0.0,0.0346,0.8763,False,0.0,0.8634,0.8634,False,0.0,1.0,0.9416,1.0,0.24,False,False,,confirmed,0.0,0.0474,7.5348,2.6978,-5.5338,1.2732,0.9055,1.0299,0.9473,0.0,0.0804,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
873,29.067,15,3,fighter-15,3.938,"[287, 422, 524, 717]","[[404.47135416666663, 461.4921875], [395.21354166666663, 456.34895833333337], [425.04427083333337, 456.34895833333337], [377.7265625, 467.6640625], [430.70182291666663, 466.63541666666663], [335.5520833333333, 527.3255208333334], [464.1328125, 525.2682291666666], [302.12109375, 588.5299479166667], [508.36458333333337, 591.6158854166667], [352.01041666666663, 560.2421875], [474.93359375, 556.6419270833334], [359.7252604166667, 684.7083333333333], [430.1875, 684.1940104166667], [351.49609375, 698.0807291666667], [467.21875, 708.8815104166667], [358.6966145833333, 656.4205729166667], [467.21875, 642.5338541666667]]",0.0,0.0026,0.0009,0.0038,0.0293,0.8456,0.6224,0.7547,0.8789,0.0,0.7907,0.7907,False,0.0,False,0.0,0.6274,0.0,0.0026,0.0009,0.0038,0.8789,False,0.0,0.7907,0.7907,False,0.0,0.0,0.3518,0.0,-0.2409,False,False,not_active_fighter_pair,candidate,0.6925,2.291,25.5604,57.2743,8.31,62.5849,1.3341,17.6328,57.0768,0.0809,0.2143,,,,,,False,0,2,0,0,True,True,kick,False,not_selected_fighter,
873,29.067,13,3,fighter-13,4.2217,"[449, 386, 525, 650]","[[488.2890625, 411.0078125], [489.578125, 405.8515625], [481.4140625, 408.859375], [490.4375, 407.140625], [468.5234375, 413.15625], [483.1328125, 429.9140625], [471.53125, 446.671875], [492.15625, 473.3125], [486.140625, 492.21875], [504.6171875, 504.6796875], [508.0546875, 527.453125], [484.421875, 507.6875], [475.3984375, 512.4140625], [484.421875, 571.28125], [482.703125, 574.2890625], [477.9765625, 622.84375], [478.8359375, 627.5703125]]",0.2969,0.4235,0.0026,0.0325,0.5851,0.7305,0.7487,0.7745,0.9011,0.0,0.732,0.732,False,0.0,False,0.0,0.6999,0.2969,0.4235,0.0026,0.0325,0.9011,False,0.0,0.732,0.732,False,0.0,0.0,0.4748,0.0,-0.1684,False,False,not_active_fighter_pair,candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,0,0,0,0,True,True,,False,history_warmup,
873,29.067,3,3,Gabriel,4.428,"[755, 351, 822, 546]","[[772.3134765625, 368.51953125], [776.1220703125, 365.0283203125], [771.361328125, 365.0283203125], [786.2783203125, 368.2021484375], [773.5830078125, 367.884765625], [799.92578125, 389.466796875], [771.6787109375, 386.927734375], [814.2080078125, 416.4443359375], [773.265625, 413.2705078125], [805.00390625, 440.248046875], [767.8701171875, 431.99609375], [790.7216796875, 439.61328125], [773.900390625, 438.978515625], [791.0390625, 485.951171875], [768.5048828125, 482.142578125], [791.3564453125, 530.384765625], [782.787109375, 517.3720703125]]",0.0,0.6111,0.0,0.0342,0.7727,0.0167,0.7357,0.8214,0.8768,1.0,0.8699,0.8699,False,0.0,False,0.0,0.8684,0.0,0.6111,0.0,0.0342,0.8768,False,0.0,0.8699,0.8699,False,0.0,1.0,0.9429,1.0,0.1684,False,False,,confirmed,0.0,0.0083,8.1401,2.5282,-6.8728,2.1224,0.8813,1.0502,0.166,0.0,0.0803,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
874,29.1,15,3,fighter-15,3.9339,"[284, 421, 522, 717]","[[400.9340277777778, 458.98697916666663], [390.60416666666663, 454.33854166666663], [419.5277777777778, 454.33854166666663], [374.59288194444446, 466.21788194444446], [426.2421875, 465.7013888888888], [330.69097222222223, 524.5815972222222], [460.33072916666674, 523.0321180555555], [297.6354166666667, 584.4947916666666], [505.78211805555554, 588.1102430555555], [349.28472222222223, 557.1206597222222], [473.24305555555554, 551.9557291666666], [355.99913194444446, 683.1449652777777], [425.72569444444446, 682.6284722222223], [349.28472222222223, 699.6727430555555], [464.97916666666674, 708.9696180555555], [355.99913194444446, 637.6935763888888], [468.59461805555554, 640.7925347222223]]",0.0,0.0035,0.0002,0.0133,0.0228,0.8346,0.6282,0.7516,0.8779,0.0,0.7893,0.7893,False,0.0,False,0.0,0.6265,0.0,0.0035,0.0002,0.0133,0.8779,False,0.0,0.7893,0.7893,False,0.0,0.0,0.3497,0.0,-0.2437,False,False,not_active_fighter_pair,candidate,0.0891,2.3311,16.6618,58.2783,1.0689,32.5582,1.0349,3.5252,58.2595,0.0167,0.3083,,,,,,False,0,3,0,0,True,True,kick,False,not_selected_fighter,
874,29.1,13,3,fighter-13,4.2533,"[449, 386, 524, 649]","[[488.64029947916663, 410.9130859375], [489.92447916666663, 405.7763671875], [481.79134114583337, 408.77278645833337], [490.3525390625, 407.91666666666663], [468.94954427083337, 413.05338541666663], [479.65104166666663, 431.03190104166663], [471.94596354166663, 446.8701171875], [490.78059895833337, 474.26595052083337], [486.92805989583337, 491.81640625], [503.62239583333326, 503.3740234375], [508.75911458333337, 527.7734375], [479.65104166666663, 508.5107421875], [474.9423828125, 513.2194010416667], [482.6474609375, 571.8636067708334], [483.07552083333337, 574.00390625], [478.36686197916663, 623.6588541666666], [478.794921875, 627.939453125]]",0.2636,0.4872,0.0051,0.0309,0.6121,0.6847,0.7487,0.8099,0.8999,0.0,0.7603,0.7603,False,0.0,False,0.0,0.7074,0.2636,0.4872,0.0051,0.0309,0.8999,False,0.0,0.7603,0.7603,False,0.0,0.0,0.4755,0.0,-0.1628,False,False,not_active_fighter_pair,candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,0,0,0,0,True,True,,False,history_warmup,
874,29.1,3,3,Gabriel,4.4078,"[757, 351, 822, 546]","[[772.361328125, 368.51953125], [775.8525390625, 364.7109375], [771.4091796875, 364.7109375], [786.6435546875, 367.884765625], [773.9482421875, 367.5673828125], [799.9736328125, 388.5146484375], [771.7265625, 386.29296875], [815.2080078125, 415.1748046875], [772.99609375, 411.68359375], [805.6865234375, 438.978515625], [768.8701171875, 431.6787109375], [790.134765625, 440.248046875], [773.630859375, 439.9306640625], [791.404296875, 486.5859375], [770.7744140625, 483.7294921875], [791.404296875, 530.7021484375], [786.326171875, 516.1025390625]]",0.0,0.6042,0.0,0.0367,0.7604,0.0167,0.7406,0.824,0.8776,1.0,0.8698,0.8698,False,0.0,False,0.0,0.8702,0.0,0.6042,0.0,0.0367,0.8776,False,0.0,0.8698,0.8698,False,0.0,1.0,0.9439,1.0,0.1628,False,False,,confirmed,0.0,0.0715,8.2519,2.1258,-5.5254,1.4881,0.9019,1.0349,1.4307,0.0,0.0924,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
